                 Estimate   Std. Error
sd_xdev      1.000000e-02 0.000000e+00
Length1_hat  1.357916e+02 4.683761e+00
Length1_hat  1.119228e+02 4.467373e+00
Length1_hat  1.288074e+02 5.001040e+00
Length1_hat  1.047086e+02 4.078394e+00
Length1_hat  1.067525e+02 4.441148e+00
Length1_hat  9.455165e+01 3.882872e+00
Length1_hat  1.067205e+02 4.354165e+00
Length1_hat  1.069389e+02 3.930611e+00
Length1_hat  1.017408e+02 3.997430e+00
Length1_hat  9.925035e+01 3.570942e+00
Length1_hat  1.268810e+02 4.091307e+00
Length1_hat  1.085635e+02 4.232050e+00
Length1_hat  9.721083e+01 3.687331e+00
Length1_hat  1.365200e+02 4.566914e+00
Length1_hat  1.284882e+02 4.085270e+00
Length1_hat  1.095693e+02 3.961262e+00
Length1_hat  1.257536e+02 4.555774e+00
Length1_hat  1.105516e+02 4.135273e+00
Length1_hat  1.013894e+02 4.003437e+00
Length1_hat  1.445116e+02 4.451601e+00
Length1_hat  1.221849e+02 4.005017e+00
Length1_hat  1.396134e+02 4.293446e+00
Length1_hat  1.325527e+02 4.592734e+00
Length1_hat  1.475713e+02 4.971811e+00
Length1_hat  1.589442e+02 4.960291e+00
Length1_hat  8.852354e+01 3.173776e+00
Length1_hat  8.611000e+01 3.417256e+00
Length1_hat  6.637674e+01 3.119653e+00
Length1_hat  1.009690e+02 3.188747e+00
Length1_hat  9.886423e+01 3.756601e+00
Length1_hat  9.223093e+01 3.955090e+00
Length1_hat  1.084534e+02 3.964951e+00
Length1_hat  1.106294e+02 3.997228e+00
Length1_hat  9.662780e+01 4.109151e+00
Length1_hat  1.137977e+02 4.109282e+00
Length1_hat  1.122218e+02 4.234424e+00
Length1_hat  1.128319e+02 4.484069e+00
Length1_hat  1.262282e+02 4.434509e+00
Length1_hat  9.839673e+01 3.880144e+00
Length1_hat  9.350423e+01 3.981192e+00
Length1_hat  1.008783e+02 4.057983e+00
Length1_hat  9.916541e+01 4.014598e+00
Length1_hat  1.063404e+02 4.193990e+00
Length1_hat  1.121162e+02 4.304035e+00
Length1_hat  6.477306e+01 2.166217e+00
Length1_hat  8.259133e+01 3.032005e+00
Length1_hat  1.101921e+02 3.942396e+00
Length1_hat  1.130543e+02 4.155154e+00
