                 Estimate   Std. Error
sd_z1        2.039565e-02 5.091872e-06
sd_z1        1.442135e-02          NaN
sd_z1        1.612356e-02          NaN
sd_z1        2.286871e-02 5.373257e-06
sd_z1        3.229359e-02          NaN
sd_z1        2.044383e-02          NaN
sd_z1        2.167820e-02          NaN
sd_z1        2.167820e-02          NaN
sd_z1        1.024635e-02          NaN
sd_z1        1.912999e-02          NaN
sd_z1        2.705389e-02          NaN
sd_z1        1.910384e-02          NaN
sd_z1        2.801619e-02          NaN
sd_z1        2.172427e-02          NaN
sd_z1        2.697987e-02          NaN
sd_z1        2.397865e-02 5.462821e-06
sd_z1        2.397773e-02          NaN
sd_z1        1.428201e-02          NaN
sd_z1        2.027193e-02          NaN
sd_z1        2.151616e-02          NaN
sd_z1        2.029736e-02 5.078482e-06
sd_z1        1.915684e-02 4.911503e-06
sd_z1        1.769144e-02 4.666988e-06
sd_z1        2.165512e-02          NaN
sd_z1        2.979870e-02 5.507917e-06
sd_z1        1.615454e-02          NaN
sd_z1        2.395779e-02 5.461358e-06
sd_z1        1.913073e-02 4.907434e-06
sd_z1        2.291240e-02 5.377228e-06
sd_z1        2.054142e-02          NaN
sd_z1        2.188477e-02          NaN
sd_z1        1.771899e-02          NaN
sd_z1        2.511822e-02          NaN
sd_z1        2.167903e-02 5.251512e-06
sd_z1        1.794398e-02 4.711432e-06
sd_z1        2.976398e-02          NaN
sd_z1        2.393600e-02          NaN
sd_z1        2.389510e-02 5.456912e-06
sd_z1        2.027271e-02 5.075099e-06
sd_z1        1.774719e-02          NaN
sd_z1        1.774787e-02 4.677000e-06
sd_z1        1.907839e-02 4.899247e-06
sd_z1        1.905216e-02 4.895129e-06
sd_z1        2.391602e-02 5.458404e-06
sd_z1        1.029502e-02          NaN
sd_z1        1.771899e-02          NaN
sd_z1        1.445653e-02 4.020087e-06
sd_z1        1.431697e-02          NaN
sd_z1        1.757735e-02          NaN
sd_z1        1.757803e-02 4.646727e-06
sd_z1        2.278109e-02 5.365183e-06
sd_z1        1.606143e-02          NaN
sd_z1        2.282495e-02 5.369242e-06
sd_z1        1.902590e-02 4.890995e-06
sd_z1        2.389510e-02 5.456912e-06
sd_z1        1.603089e-02 4.352216e-06
sd_z1        1.603089e-02 4.352216e-06
sd_z1        1.899887e-02          NaN
sd_z1        1.766315e-02 4.661952e-06
sd_z1        1.256955e-02 3.583384e-06
sd_z2        7.549392e-03          NaN
sd_z2        1.244916e-02          NaN
sd_z2        1.252922e-02          NaN
sd_z2        1.260926e-02 3.592974e-06
sd_z2        1.449108e-02 4.027703e-06
sd_z2        1.630854e-02          NaN
sd_z2        1.240894e-02          NaN
sd_z2        6.855519e-03 2.058902e-06
sd_z2        9.848277e-03          NaN
sd_z2        6.633119e-03 1.994842e-06
sd_z2        9.999905e-04          NaN
sd_z2        9.899293e-03 2.903701e-06
sd_z2        7.141286e-03 2.140803e-06
sd_z2        5.476909e-03          NaN
sd_z2        9.999905e-04          NaN
sd_z2        6.402751e-03          NaN
sd_z2        5.567442e-03          NaN
sd_z2        5.656527e-03          NaN
sd_z2        5.567442e-03          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        1.731977e-03          NaN
sd_z2        9.999405e-06          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.070654e-03          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        6.999861e-03 2.100329e-06
sd_z2        6.999591e-03          NaN
sd_z2        1.248926e-02          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        6.855254e-03          NaN
sd_z2        1.216527e-02 3.484838e-06
sd_z2        6.927798e-03          NaN
sd_z2        7.141286e-03 2.140803e-06
sd_z2        1.216527e-02 3.484838e-06
sd_z2        7.141011e-03          NaN
sd_z2        9.999796e-03 2.930434e-06
sd_z2        1.232857e-02 3.524845e-06
sd_z2        7.141011e-03          NaN
sd_z2        1.009891e-02          NaN
sd_z2        6.999591e-03          NaN
sd_z2        1.004928e-02          NaN
sd_z2        1.009891e-02          NaN
sd_z2        1.019744e-02          NaN
sd_z2        1.216527e-02 3.484838e-06
sd_z2        9.999792e-06 3.066382e-09
sd_z2        1.414165e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.070654e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        1.029502e-02          NaN
sd_z2        7.279965e-03 2.180376e-06
sd_z2        7.141011e-03          NaN
sd_z2        7.070927e-03 2.120682e-06
sd_z2        7.070654e-03          NaN
sd_z2        7.070654e-03          NaN
sd_z2        6.999861e-03 2.100329e-06
sd_z2        1.252971e-02 3.573747e-06
sd_z2        7.070927e-03 2.120682e-06
sd_z2        7.141286e-03 2.140803e-06
sd_z2        7.070927e-03 2.120682e-06
sd_z2        7.141011e-03          NaN
sd_z2        7.141286e-03 2.140803e-06
sd_z2        7.141286e-03 2.140803e-06
sd_z2        1.603027e-02          NaN
sd_z2        7.141286e-03 2.140803e-06
sd_z2        7.070654e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        9.999792e-06 3.066382e-09
sd_z2        7.141286e-03 2.140803e-06
sd_z2        7.141011e-03          NaN
sd_z2        1.260926e-02 3.592974e-06
sd_z2        7.279965e-03 2.180376e-06
sd_z2        7.210959e-03 2.160699e-06
sd_z2        1.236906e-02 3.534722e-06
sd_z2        7.141011e-03          NaN
sd_z2        1.019783e-02 2.982867e-06
sd_z2        7.348323e-03 2.199841e-06
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.279965e-03 2.180376e-06
sd_z2        7.210681e-03          NaN
sd_z2        7.279965e-03 2.180376e-06
sd_z2        1.019783e-02 2.982867e-06
sd_z2        7.210959e-03 2.160699e-06
sd_z2        1.442191e-02 4.012439e-06
sd_z2        1.019744e-02          NaN
sd_z2        1.244916e-02          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        1.438720e-02 4.004758e-06
sd_z2        7.348323e-03 2.199841e-06
sd_z2        1.593705e-02 4.333305e-06
sd_z2        1.260926e-02 3.592974e-06
sd_z2        1.024674e-02 2.995766e-06
sd_z2        1.240942e-02 3.544550e-06
sd_z2        1.019744e-02          NaN
sd_z2        7.141286e-03 2.140803e-06
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        9.999792e-06 3.066382e-09
sd_z2        7.210681e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.210681e-03          NaN
sd_z2        7.141011e-03          NaN
sd_z2        7.070927e-03 2.120682e-06
sd_z2        1.240942e-02 3.544550e-06
sd_z2        7.279965e-03 2.180376e-06
sd_z2        1.014868e-02 2.969885e-06
sd_z2        1.004928e-02          NaN
sd_z2        7.141286e-03 2.140803e-06
sd_z2        1.019783e-02 2.982867e-06
sd_z2        1.587418e-02 4.320571e-06
sd_z2        1.746389e-02 4.626146e-06
sd_z2        1.236906e-02 3.534722e-06
sd_z2        7.348323e-03 2.199841e-06
sd_z2        7.070927e-03 2.120682e-06
sd_z2        1.232857e-02 3.524845e-06
sd_z2        7.141286e-03 2.140803e-06
sd_z2        1.244964e-02 3.554330e-06
sd_z2        1.009930e-02 2.956820e-06
sd_z2        1.244964e-02 3.554330e-06
sd_z2        1.244964e-02 3.554330e-06
sd_z2        1.449052e-02          NaN
sd_z2        7.416051e-03 2.219098e-06
sd_z2        7.482876e-03          NaN
sd_z2        7.482876e-03          NaN
sd_z2        7.279965e-03 2.180376e-06
sd_z2        1.260926e-02 3.592974e-06
sd_z2        7.483165e-03 2.238153e-06
sd_z2        1.414219e-03 4.334685e-07
sd_z2        9.999410e-03          NaN
sd_z2        1.431697e-02          NaN
sd_z2        7.549392e-03          NaN
sd_z2        1.248926e-02          NaN
sd_z2        1.053503e-02          NaN
sd_z2        7.549684e-03 2.257011e-06
sd_z2        1.757803e-02 4.646727e-06
sd_z2        1.244916e-02          NaN
sd_z2        7.210681e-03          NaN
sd_z2        1.039169e-02          NaN
sd_z2        7.415764e-03          NaN
sd_z2        1.039169e-02          NaN
sd_z2        1.754889e-02          NaN
sd_z2        7.416051e-03 2.219098e-06
sd_z2        1.043969e-02          NaN
sd_z2        6.999591e-03          NaN
sd_z2        7.070654e-03          NaN
sd_z2        7.070654e-03          NaN
sd_z2        1.004928e-02          NaN
sd_z2        1.248926e-02          NaN
sd_z2        1.424696e-02          NaN
sd_z2        1.260926e-02 3.592974e-06
sd_z2        1.260877e-02          NaN
sd_z2        1.749182e-02          NaN
sd_z2        1.445653e-02 4.020087e-06
sd_z2        1.438664e-02          NaN
sd_z2        7.210959e-03 2.160699e-06
sd_z2        1.445653e-02 4.020087e-06
sd_z2        1.029502e-02          NaN
sd_z2        1.244916e-02          NaN
sd_z2        7.348039e-03          NaN
sd_z2        1.024674e-02 2.995766e-06
sd_z2        1.264885e-02 3.602518e-06
sd_z2        1.449052e-02          NaN
sd_z2        1.615516e-02 4.377081e-06
sd_z2        7.210959e-03 2.160699e-06
sd_z2        7.210959e-03 2.160699e-06
sd_z2        1.043969e-02          NaN
sd_z2        7.348323e-03 2.199841e-06
sd_z2        1.039209e-02 3.033980e-06
sd_z2        1.766315e-02 4.661952e-06
sd_z2        1.048787e-02 3.059063e-06
sd_z2        7.348323e-03 2.199841e-06
sd_z2        1.268832e-02 3.612016e-06
sd_z2        7.348323e-03 2.199841e-06
sd_z2        1.264885e-02 3.602518e-06
sd_z2        1.044009e-02 3.046560e-06
sd_z2        1.264836e-02          NaN
sd_z2        7.483165e-03 2.238153e-06
sd_z2        1.445653e-02 4.020087e-06
sd_z2        7.483165e-03 2.238153e-06
sd_z2        7.549684e-03 2.257011e-06
sd_z2        1.043969e-02          NaN
sd_z2        1.039209e-02 3.033980e-06
sd_z2        1.053544e-02 3.071490e-06
sd_z2        1.004967e-02 2.943670e-06
sd_z2        1.445598e-02          NaN
sd_z2        1.603027e-02          NaN
sd_z2        1.884105e-02 4.861587e-06
sd_z2        1.438720e-02 4.004758e-06
sd_z2        9.999410e-03          NaN
sd_z2        1.438664e-02          NaN
sd_z2        1.019783e-02 2.982867e-06
sd_z2        1.014868e-02 2.969885e-06
sd_z2        1.449108e-02 4.027703e-06
sd_z2        1.763483e-02 4.656897e-06
sd_z2        1.252971e-02 3.573747e-06
sd_z2        1.256955e-02 3.583384e-06
sd_z2        1.024635e-02          NaN
sd_z2        1.024635e-02          NaN
sd_z2        1.593705e-02 4.333305e-06
sd_z2        1.009930e-02 2.956820e-06
sd_z2        1.248974e-02 3.564062e-06
sd_z2        1.244964e-02 3.554330e-06
sd_z2        1.244964e-02 3.554330e-06
sd_z2        1.894617e-02          NaN
sd_z2        1.889405e-02 4.870073e-06
sd_z2        1.256955e-02 3.583384e-06
sd_z2        1.621694e-02 4.389365e-06
sd_z2        1.596777e-02          NaN
sd_z2        1.248974e-02 3.564062e-06
sd_z2        1.256955e-02 3.583384e-06
sd_z2        1.603027e-02          NaN
sd_z2        1.438664e-02          NaN
sd_z2        1.603027e-02          NaN
sd_z2        1.435240e-02 3.997044e-06
sd_z2        1.609252e-02          NaN
sd_z2        1.442191e-02 4.012439e-06
sd_z2        1.609314e-02 4.364698e-06
sd_z2        1.609314e-02 4.364698e-06
sd_z2        1.624774e-02 4.395471e-06
sd_z2        1.260877e-02          NaN
sd_z2        1.459422e-02 4.050358e-06
sd_z2        1.624711e-02          NaN
sd_z2        1.621694e-02 4.389365e-06
sd_z2        1.438720e-02 4.004758e-06
sd_z2        1.606205e-02 4.358470e-06
sd_z2        1.621694e-02 4.389365e-06
sd_z2        1.757803e-02 4.646727e-06
sd_z2        1.606205e-02 4.358470e-06
sd_z2        1.752105e-02 4.636476e-06
sd_z2        1.763415e-02          NaN
sd_z2        1.612418e-02 4.370902e-06
sd_z2        1.256955e-02 3.583384e-06
sd_z2        1.256906e-02          NaN
sd_z2        1.754889e-02          NaN
sd_z2        1.236906e-02 3.534722e-06
sd_z2        1.894617e-02          NaN
sd_z2        1.240942e-02 3.544550e-06
sd_z2        1.236906e-02 3.534722e-06
sd_z2        1.224720e-02 3.504942e-06
sd_z2        1.442191e-02 4.012439e-06
sd_z2        1.615454e-02          NaN
sd_z2        1.240894e-02          NaN
sd_z2        1.248974e-02 3.564062e-06
sd_z2        1.438664e-02          NaN
sd_z2        1.612356e-02          NaN
sd_z2        1.236906e-02 3.534722e-06
sd_z2        1.435185e-02          NaN
sd_z2        1.240894e-02          NaN
sd_z2        1.606143e-02          NaN
sd_z2        1.236859e-02          NaN
sd_z2        1.760577e-02          NaN
sd_z2        1.606143e-02          NaN
sd_z2        1.236859e-02          NaN
sd_z2        1.240894e-02          NaN
sd_z2        1.232810e-02          NaN
sd_z2        1.228748e-02          NaN
sd_z2        1.442135e-02          NaN
sd_z2        1.603089e-02 4.352216e-06
sd_z2        1.603027e-02          NaN
sd_z2        1.260877e-02          NaN
sd_z2        1.627786e-02          NaN
sd_z2        1.627786e-02          NaN
sd_z2        1.624774e-02 4.395471e-06
sd_z2        1.431753e-02 3.989297e-06
sd_z2        1.435240e-02 3.997044e-06
sd_z2        1.438664e-02          NaN
sd_z2        1.606205e-02 4.358470e-06
sd_z2        1.435185e-02          NaN
sd_z2        1.438720e-02 4.004758e-06
sd_z2        1.760645e-02 4.651822e-06
sd_z2        1.897327e-02 4.882676e-06
sd_z2        1.891977e-02          NaN
sd_z2        2.137629e-02          NaN
sd_z2        1.902517e-02          NaN
sd_z2        1.889332e-02          NaN
sd_z2        1.606205e-02 4.358470e-06
sd_z2        2.140049e-02 5.219304e-06
sd_z2        1.609252e-02          NaN
sd_z2        1.609252e-02          NaN
sd_z2        1.445653e-02 4.020087e-06
sd_z2        1.999983e-03 6.124601e-07
sd_z2        1.757735e-02          NaN
sd_z2        1.757803e-02 4.646727e-06
sd_z2        1.907839e-02 4.899247e-06
sd_z2        1.769144e-02 4.666988e-06
sd_z2        1.612418e-02 4.370902e-06
sd_z2        2.032120e-02          NaN
sd_z2        2.158575e-02          NaN
sd_z2        1.606205e-02 4.358470e-06
sd_z2        1.618545e-02          NaN
sd_z2        1.915611e-02          NaN
sd_z2        1.915684e-02 4.911503e-06
sd_z2        1.615516e-02 4.377081e-06
sd_z2        2.044383e-02          NaN
sd_z2        2.037112e-02 5.088546e-06
sd_z2        1.913073e-02 4.907434e-06
sd_z2        2.044462e-02 5.098483e-06
sd_z2        1.621694e-02 4.389365e-06
sd_z2        2.046906e-02 5.101767e-06
sd_z2        1.915611e-02          NaN
sd_z2        2.039565e-02 5.091872e-06
sd_z2        2.034656e-02 5.085206e-06
ln_ydev     -1.850643e-02 7.931047e-01
ln_ydev     -3.505698e-02 7.808001e-01
ln_ydev     -3.607357e-02 7.794623e-01
ln_ydev     -3.676107e-02 7.744989e-01
ln_ydev     -1.261127e-01 7.457241e-01
ln_ydev     -1.790388e-01 7.286205e-01
ln_ydev     -2.205009e-01 7.177808e-01
ln_ydev     -2.537066e-01 7.069236e-01
ln_ydev     -3.166595e-01 6.928161e-01
ln_ydev     -3.623083e-01 6.789026e-01
ln_ydev     -1.962753e-01 7.151989e-01
ln_ydev      1.743232e-01 8.328506e-01
ln_ydev     -1.847703e-01 7.066609e-01
ln_ydev     -3.465836e-01 6.695935e-01
ln_ydev     -3.199709e-01 6.738105e-01
ln_ydev     -2.254125e-01 6.792844e-01
ln_ydev     -3.666669e-02 6.908457e-01
ln_ydev     -2.425957e-01 6.640510e-01
ln_ydev     -2.710354e-01 6.893310e-01
ln_ydev      1.119959e+00 5.327446e-01
ln_ydev      4.464085e-01 6.944359e-01
ln_ydev     -1.289073e-02 7.053880e-01
ln_ydev      4.262399e-01 5.979394e-01
ln_ydev     -5.350583e-02 7.294296e-01
ln_ydev      1.167629e+00 4.436407e-01
ln_ydev      3.865260e-01 6.931899e-01
ln_ydev     -1.156464e-01 6.996665e-01
ln_ydev      5.403576e-01 6.482543e-01
ln_ydev     -3.782217e-01 6.687697e-01
ln_ydev     -4.017666e-01 6.750593e-01
ln_ydev      7.426639e-01 5.432211e-01
ln_ydev     -4.788793e-02 7.390922e-01
ln_ydev      1.692711e+00 2.966536e-01
ln_ydev      2.502241e-01 5.966221e-01
ln_ydev     -4.246880e-01 6.610642e-01
ln_ydev      8.811778e-01 5.051446e-01
ln_ydev      4.528837e-01 7.129713e-01
ln_ydev      3.122611e-01 8.224580e-01
ln_ydev      8.902216e-01 7.343315e-01
ln_ydev      5.392136e-01 1.076173e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00
ln_xdev      0.000000e+00 0.000000e+00

Warning:
Hessian of fixed effects was not positive definite.
Maximum gradient component: 0.0002178021 
